timestamp,cpu_overflow_cores,memory_overflow_gb,min_overload_plan,min_overload_cost_per_hour,min_cost_plan,min_cost_cost_per_hour,vm_plan,vm_total_count,vm_cost_per_hour,vm_cost_per_step,switching_cost,total_cost_per_hour,total_cost_per_step,vm_cpu_allocated,vm_mem_allocated,sla_violation,cpu_utilization_pct,mem_utilization_pct
2024-01-01 00:30:00,1.980288298027917,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,99.01441490139585,0.0
2024-01-01 00:30:30,1.0235216631827135,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,51.17608315913568,0.0
2024-01-01 00:31:00,0.06675502833751057,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,3.3377514168755287,0.0
2024-01-01 00:31:30,1.8237296621848886,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,91.18648310924443,0.0
2024-01-01 00:32:00,0.06675502833751057,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,3.3377514168755287,0.0
2024-01-01 00:32:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:33:00,0.45853136134383154,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,22.926568067191578,0.0
2024-01-01 00:33:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:34:00,0.018916696595250637,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,0.9458348297625319,0.0
2024-01-01 00:34:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:35:00,0.49730001401785207,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,24.865000700892605,0.0
2024-01-01 00:35:30,1.118292621973605,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,55.914631098680246,0.0
2024-01-01 00:36:00,0.11459336007977083,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,5.729668003988541,0.0
2024-01-01 00:36:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:37:00,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:37:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:38:00,0.02207391200335118,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,1.103695600167559,0.0
2024-01-01 00:38:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:39:00,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:39:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:40:00,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:40:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:41:00,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:41:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:42:00,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:42:30,0.0,0.0,Host only,0.0,Host only,0.0,Host only,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2024-01-01 00:43:00,1.5649002445537776,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,78.24501222768887,0.0
2024-01-01 00:43:30,0.11459336007977083,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,5.729668003988541,0.0
2024-01-01 00:44:00,1.0472414092902866,0.0,B2s×1,0.0416,B2s×1,0.0416,B2s×1,1,0.0416,0.00034666666666666667,0.0,0.0416,0.00034666666666666667,2.0,4.0,0,52.36207046451433,0.0
2024-01-01 00:44:30,3.254904089090056,0.0,B2s×2,0.0832,B2s×2,0.0832,B2s×2,2,0.0832,0.0006933333333333333,0.0,0.0832,0.0006933333333333333,4.0,8.0,0,81.3726022272514,0.0
2024-01-01 00:45:00,2.600217915079952,0.0,B2s×2,0.0832,B2s×2,0.0832,B2s×2,2,0.0832,0.0006933333333333333,0.0,0.0832,0.0006933333333333333,4.0,8.0,0,65.0054478769988,0.0
