timestamp,memory_usage_pct,cpu_total_usage,system_load,mem_required_gb,cpu_required_cores,mem_required_gb_from_lp,cpu_overflow_cores,mem_overflow_gb,lp_allocation,lp_vm_count,lp_vm_cost_per_hour,lp_switching_cost,lp_total_cost_per_hour,lp_cpu_allocated_cores,lp_mem_allocated_gb,lp_cpu_vm_only,lp_mem_vm_only,lp_cpu_utilization_pct,lp_mem_utilization_pct,lp_sla_violation_flag,ppo_allocation,ppo_vm_count,ppo_vm_cost_per_hour,ppo_switching_cost,ppo_total_cost_per_hour,ppo_cpu_allocated_cores,ppo_mem_allocated_gb,ppo_cpu_vm_only,ppo_mem_vm_only,ppo_cpu_utilization_pct,ppo_mem_utilization_pct,ppo_sla_violation_flag,vm_count_diff,cost_diff,cpu_util_diff,mem_util_diff,sla_violation_diff
1970-01-25 01:13:00,6.450228389972375,0.0615000000000349,0.11,1.0009689331054688,0.11,0.258009135598895,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:13:30,6.448753478946383,0.076000000000033,0.14,1.0007400512695312,0.14,0.2579501391578553,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:14:00,6.4537435945843225,0.0604999999999732,0.08,1.0015144348144531,0.08,0.2581497437833729,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:14:30,6.399638941780837,0.3049999999999741,0.67,0.9931182861328124,0.67,0.2559855576712335,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:15:00,6.42918632600155,0.4164999999999281,0.47,0.9977035522460938,0.47,0.257167453040062,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:15:30,6.417854092951843,0.3250000000000169,0.36,0.9959449768066406,0.36,0.2567141637180737,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:16:00,6.435430116011585,0.2220000000000368,0.34,0.9986724853515624,0.34,0.2574172046404634,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:16:30,6.426506904304332,0.3394999999999867,0.21,0.9972877502441406,0.3394999999999867,0.2570602761721732,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:17:00,6.501653621078642,0.4340000000000827,0.19,1.0089492797851562,0.4340000000000827,0.2600661448431456,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:17:30,6.605856085065001,0.4054999999999892,0.19,1.0251197814941406,0.4054999999999892,0.2642342434026,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:18:00,6.634616850071853,0.4424999999999726,0.3,1.029582977294922,0.4424999999999726,0.2653846740028741,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:18:30,6.533413371838344,0.1375000000001249,0.25,1.0138778686523438,0.25,0.2613365348735337,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:19:00,6.625496983561133,0.1065000000000074,0.15,1.028167724609375,0.15,0.2650198793424453,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:19:30,6.628078077856619,0.0724999999999453,0.15,1.0285682678222638,0.15,0.2651231231142648,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:20:00,6.6244645458429385,0.0995000000000017,0.21,1.0280075073242188,0.21,0.2649785818337175,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:20:30,6.626603166830628,0.0760000000000217,0.21,1.028339385986328,0.21,0.2650641266732251,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:21:00,7.295278662314695,0.3340000000000507,0.5,1.1321067810058594,0.5,0.2918111464925878,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:21:30,7.642988936692394,0.3355000000000643,0.51,1.186065673828125,0.51,0.3057195574676957,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:22:00,7.507960832262794,0.315999999999986,0.59,1.1651115417480469,0.59,0.3003184332905118,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:22:30,6.621318068987489,0.204000000000053,0.65,1.0275192260742188,0.65,0.2648527227594995,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:23:00,6.630782081404273,0.1345000000000026,0.65,1.0289878845214844,0.65,0.2652312832561709,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:23:30,6.596785382255149,0.1729999999999846,0.51,1.023712158203125,0.51,0.2638714152902059,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:24:00,6.628717205967884,0.3239999999999611,0.3,1.028667449951172,0.3239999999999611,0.2651486882387153,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:24:30,6.647694394502318,0.328499999999991,0.18,1.0316123962402362,0.328499999999991,0.2659077757800927,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:25:00,6.627856841202721,0.3359999999999914,0.18,1.028533935546875,0.3359999999999914,0.2651142736481088,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:25:30,6.652119127580296,0.338999999999953,0.11,1.0322990417480489,0.338999999999953,0.2660847651032119,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:26:00,6.663303869527404,0.1495000000000003,0.22,1.0340347290039062,0.22,0.2665321547810961,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:26:30,6.628889278920916,0.1590000000000713,0.22,1.0286941528320312,0.22,0.2651555711568366,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:27:00,6.557700240066351,0.2095000000000026,0.19,1.0176467895507812,0.2095000000000026,0.262308009602654,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:27:30,6.667876093707981,0.4615000000000235,0.23,1.0347442626953125,0.4615000000000235,0.2667150437483192,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:28:00,6.673898647064116,0.1135000000000785,0.14,1.0356788635253906,0.14,0.2669559458825646,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:28:30,7.99428816123334,0.4440000000000053,0.48,1.240581512451172,0.48,0.3197715264493336,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:29:00,6.680388255578482,0.3784999999999967,0.42,1.0366859436035156,0.42,0.2672155302231392,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:29:30,6.676356832107437,0.1410000000000308,0.32,1.0360603332519531,0.32,0.2670542732842975,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:30:00,6.704871778609956,0.0719999999999969,0.19,1.040485382080078,0.19,0.2681948711443982,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:30:30,6.705314251917753,0.0664999999999976,0.12,1.0405540466308594,0.12,0.2682125700767101,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:31:00,6.723283584584426,0.1699999999999817,0.15,1.0433425903320312,0.1699999999999817,0.268931343383377,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:31:30,6.6898768498457,0.3969999999999684,0.15,1.0381584167480469,0.3969999999999684,0.267595073993828,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:32:00,6.672595808991157,0.1009999999999876,0.09,1.0354766845703125,0.1009999999999876,0.2669038323596462,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:32:30,6.6951865295392725,0.3415000000000247,0.06,1.038982391357422,0.3415000000000247,0.2678074611815709,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:33:00,6.654921458529681,0.1270000000000093,0.12,1.032733917236328,0.1270000000000093,0.2661968583411872,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:33:30,6.71364749921461,0.0834999999999921,0.73,1.0418472290039062,0.73,0.2685458999685844,0.03,0.0,B2s:1,1,0.0416,0.01,0.0516,2.7,7.0,2.0,4.0,1.500000000000001,0.0,0,"B2s:4, D2s_v3:1",5,0.2623999999999999,0.2299999999999999,0.4923999999999999,10.7,27.0,10.0,24.0,0.3000000000000002,0.0,0,4,0.4407999999999999,-1.2000000000000008,0.0,0
1970-01-25 01:34:00,6.717850995638688,0.0730000000000131,2.09,1.042499542236328,2.09,0.2687140398255475,1.39,0.0,B2s:1,1,0.0416,0.0,0.0416,2.7,7.0,2.0,4.0,69.5,0.0,0,D2s_v3:3,3,0.288,0.08,0.368,6.7,27.0,6.0,24.0,23.166666666666664,0.0,0,2,0.3264,-46.333333333333336,0.0,0
1970-01-25 01:34:30,6.715761538351865,0.0749999999999941,1.69,1.04217529296875,1.69,0.2686304615340746,0.99,0.0,B2s:1,1,0.0416,0.0,0.0416,2.7,7.0,2.0,4.0,49.5,0.0,0,"B2s:2, D2s_v3:5",7,0.5631999999999999,0.06,0.6232,14.7,51.0,14.0,48.0,7.071428571428571,0.0,0,6,0.5816,-42.42857142857143,0.0,0
1970-01-25 01:35:00,6.719965034775943,0.0710000000000602,1.13,1.042827606201172,1.13,0.2687986013910377,0.4299999999999999,0.0,B2s:1,1,0.0416,0.0,0.0416,2.7,7.0,2.0,4.0,21.5,0.0,0,D2s_v3:1,1,0.096,0.1,0.196,2.7,11.0,2.0,8.0,21.5,0.0,0,0,0.1544,0.0,0.0,0
1970-01-25 01:35:30,6.723480239387893,0.0849999999999681,0.69,1.0433731079101562,0.69,0.2689392095755157,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:36:00,6.719080088160348,0.0804999999999777,0.49,1.0426902770996094,0.49,0.2687632035264139,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:36:30,6.7247339137599855,0.0684999999999262,0.29,1.0435676574707031,0.29,0.2689893565503994,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:37:00,6.673800319662384,0.353499999999974,0.39,1.035663604736328,0.39,0.2669520127864953,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:37:30,6.635698451490914,0.1199999999999931,0.29,1.0297508239746094,0.29,0.2654279380596365,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:38:00,6.700397881831112,0.1024999999999407,0.25,1.0397911071777344,0.25,0.2680159152732445,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:38:30,6.671760026076427,0.2190000000000345,0.28,1.0353469848632812,0.28,0.2668704010430571,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:39:00,6.7091490205853335,0.1345000000000154,0.17,1.0411491394042969,0.17,0.2683659608234133,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:39:30,6.700668282185878,0.1014999999999772,0.28,1.0398330688476562,0.28,0.2680267312874351,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:40:00,6.710451858658294,0.1049999999999498,0.25,1.041351318359375,0.25,0.2684180743463317,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:40:30,6.65575724144441,0.1510000000000003,0.38,1.0328636169433576,0.38,0.2662302896577764,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:41:00,6.709001529482735,0.2840000000000314,0.29,1.0411262512207031,0.29,0.2683600611793094,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:41:30,6.720137107728977,0.1319999999999594,0.3,1.0428543090820312,0.3,0.268805484309159,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:42:00,6.710673095312192,0.0865000000000349,0.18,1.0413856506347656,0.18,0.2684269238124876,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:42:30,6.722201983165366,0.0835000000000376,0.11,1.0431747436523438,0.11,0.2688880793266146,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:43:00,6.725815515179047,0.1040000000001212,0.13,1.0437355041503906,0.13,0.2690326206071619,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
1970-01-25 01:43:30,6.694129509970645,0.1759999999999592,0.15,1.038818359375,0.1759999999999592,0.2677651803988258,0.0,0.0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,Host only,0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
